assestment;text;author;source
Prawda;W latach największego kryzysu związanego z wojną w Donbasie (dwuletni okres 2014-2015) polski eksport na Ukrainę spadł o 30 proc., a eksport do Rosji o 37 proc. Obecnie Ukraina jest czwartym odbiorcą polskiego eksportu poza państwami UE (2,19 proc. udziału w całości eksportu);Janusz Piechociński;Twitter, 27.01.2021
Fałsz;1⁄4 rolników żyje poniżej skrajnego ubóstwa. To są dane przedstawione przez GUS.;Stefan Krajewski;Woronicza 17, 23.01.2022
Prawda;Mamy 11 służb, które mają dziś uprawnienia do tego, żeby nas podsłuchiwać. 11 służb w Polsce. ;Joanna Mucha;7. Dzień Tygodnia w Radiu ZET, 23.01.2022
Nieweryfikowalne;Psycholog w każdej szkole jeszcze nigdy nie był tak potrzebny jak dziś, gdy niemal połowa polskich nastolatków boryka się z objawami depresji.;Agnieszka Dziemianowicz-Bąk;Posiedzenie Sejmu, 12.01.2022
Prawda;(...) liczba dziecięcych prób samobójczych rośnie z roku na rok.;Agnieszka Dziemianowicz-Bąk;Posiedzenie Sejmu, 12.01.2022
Fałsz;Jak na razie, za rządów Prawa i Sprawiedliwości bezrobocie tylko malało, nigdy nie wzrosło.;Henryk Kowalczyk;Jeden na jeden, 21.01.2022
Prawda;Komisja śledcza ma uprawnienia, no powiedzmy, quasi–prokuratorskie. Może wzywać świadków, może powoływać biegłych, może nakazać doprowadzenie przed oblicze komisji.;Krzysztof Śmiszek;7. Dzień Tygodnia w Radiu Zet, 23.01.2022
Prawda;Ostatni raport PKO BP w zakresie kosztów transformacji związanej z Fit for 55 pokazał, że koszty dla polskiej gospodarki do 2030 roku to jest 2,4 bln zł, z czego luka między tym, co dostaniemy, a tym, co musimy wydać, to jest 1 bln 200 mld zł. To jest to, co nam będzie brakowało.;Kazimierz Smoliński;Gość Wiadomości, 17.01.2022
Prawda;Polska w tym okresie transformacji (...) zredukowaliśmy CO2 o 32 proc.;Zbigniew Kuźmiuk;Woronicza 17, 16.01.2022
Nieweryfikowalne;Ok. 40% osób zarabia w Polsce 3400 zł lub mniej.;Mateusz Morawiecki;Posiedzenie Sejmu, 13.01.2022
Fałsz;Wczoraj zobaczyłem takie dane, porównanie dochodów budżetowych z lat 2008–2015 i z lat 2016–2022. Przez 7 lat Platformy Obywatelskiej wzrost wyniósł ok. 10 mld. Przez 7 lat Prawa i Sprawiedliwości wzrost dochodów budżetowych wyniósł 200 mld.;Mateusz Morawiecki;Posiedzenie Sejmu, 13.01.2022
Fałsz;Jeden ryzykuje tym, że się nie szczepi, drugi ryzykuje tym, że się szczepi. Mówię to (...) zakładając, że mimo wszystko ten preparat nie jest tam w 100 proc. przebadany.;Paweł Kukiz;Polskie Radio 24, 11.01.2022
Fałsz;Doskonale wiemy, że ten wirus w sytuacji gdy nie ma leczenia, a są objawy, atakuje szybko płuca i oskrzela osłabionego organizmu. Wówczas trzeba podać antybiotyk, ale nie za osiem dni, tylko natychmiast.;Rafał Piech;Do Rzeczy, 28.12.2021
Prawda;A co się stało z projektem pana prezydenta Andrzeja Dudy? Pamiętam, że w kampanii wyborczej napisał taki projekt, który miał zapewnić wszystkim rodzicom możliwość współdecydowania o rodzajach treści oraz sposobie prowadzenia zajęć dodatkowych. To była obietnica prezydenta Andrzeja Dudy w kampanii. Ten projekt trafił do parlamentu. Jak dzisiaj sprawdzałem, nawet opinii rządu nie ma.;Dariusz Klimczak;Posiedzenie Sejmu, 12.01.2022
Prawda;Według rankingu, opublikowanego 4 stycznia przez „The Economist”, Polska jest 6. krajem, który najlepiej poradził sobie gospodarczo w czasie pandemii.;Bartłomiej Wróblewski;7. dzień tygodnia w Radiu ZET, 09.01.2022
Prawda;Skrajne ubóstwo wśród dzieci w 2020 r. wzrosło z 4,5% w 2019 r. do 5,9% w 2020 r. Oznacza to dodatkowych 100 tys. dzieci, które popadło w skrajne ubóstwo.;Agnieszka Dziemianowicz-Bąk;Posiedzenie Sejmu, 12.01.2022
Fałsz;Religia (...) jest jej więcej niż WF-u.;Barbara Nowacka;Gość Radia Zet, 05.01.2022
Fałsz;Ten preparat (szczepionki – przyp. Demagog) przynosi odwrotny skutek, pomaga się rozwijać pandemii.;Rafał Piech;Do Rzeczy, 28.12.2021
Prawda;Czy prezes Kaczyński obiecał 14. emeryturę na stałe? Tak. 27 IX 2019 r. w Płocku.;Miłosz Motyka;Twitter, 11.01.2022
Manipulacja;To Platforma Obywatelska w swoich materiałach programowych z 2005 r. wskazywała, że sędziowie w praktyce nie ponoszą odpowiedzialności za naruszenie prawa. Postulowała, aby uniezależnić sądownictwo dyscyplinarne od sędziowskiej korporacji i wprowadzić Sąd Dyscyplinarny Zawodów Prawniczych, których członków nominowałby prezydent. Proponowała, aby wyboru KRS dokonywał Sejm. Opowiadała się za zmianami, które dziś obłudnie sabotuje.;Zbigniew Ziobro;Rzeczpospolita, 09.01.2022
Prawda;Jeszcze w marcu zeszłego roku szef Narodowego Banku Polskiego mówił, że to, co Polsce grozi, to deflacja, że inflacją w ogóle nie należy się przejmować.;Michał Gramatyka;Woronicza 17, 09.01.2022
Manipulacja;W przestrzeni publicznej jest na ten temat (Funduszu Sprawiedliwości – przyp. Demagog) wiele dezinformacji. Słyszymy, że Fundusz ma wspierać wyłącznie ofiary przestępstw. To nieprawda. Ustawa nakłada na Fundusz trzy równoważne zadania: pomoc dla ofiar, wsparcie dla skazanych, którzy zakończyli karę pozbawienia wolności, a trzeci cel to przeciwdziałanie przestępczości. Dlatego Fundusz udzielił wsparcia CBA zgodnie ze swoim ustawowym zadaniem.;Zbigniew Ziobro;Rzeczpospolita, 09.01.2022
Fałsz;(...) powierzchnia Kazachstanu równa się powierzchni całej Europy.;Wojciech Skurkiewicz;Sygnały Dnia, 10.01.2021
Prawda;Pakiet klimatyczny jest elementem prawa europejskiego już przyjętego. W związku z tym nie można już go wypowiedzieć w taki prosty sposób, tylko trzeba byłoby znowelizować przepisy na poziomie ogólnoeuropejskim. Podobnie jak właśnie w sprawie ETS-u. Dlatego potrzebna jest ponadpartyjna działalność w tym zakresie, z różnych frakcji, z różnych państw, aby to było możliwe. ;Piotr Müller;Graffiti, 03.01.2022
Prawda;W roku 2021 25 mld zł trafiło ze sprzedaży emisji CO2 do budżetu państwa. ;Katarzyna Lubnauer;7. Dzień tygodnia w Radiu ZET, 02.01.2021
Fałsz;Wiemy doskonale, że samym rozporządzeniem nie można wprowadzić przymusowych szczepień. Art. 39 Konstytucji mówi o tym, że nikt nie może być poddany eksperymentom naukowym, w tym medycznym, bez dobrowolnie wyrażonej zgody.;Rafał Piech;Do Rzeczy, 28.12.2021
Fałsz;Człowiek przy dzisiejszym stanie wiedzy, techniki i technologii nie jest zdolny do realnego wpływu na cykliczne przemiany klimatyczne.;Bogdan Pęk;Minęła dwudziesta, 03.01.2022
Manipulacja;Więcej niż w Polsce za prąd, w stosunku do zarobków, płaci się tylko w takich krajach jak Sierra Leone czy Uganda.;Janusz Piechociński;Twitter, 30.12.2021
Fałsz;Wiemy, że istnieją na rynku leki, które działają. Przede wszystkim amantadyna i iwermektyna. To są leki przetestowane przez wielu lekarzy na dziesiątkach tysięcy ludzi m.in. przez dr. Bodnara z Przemyśla, który wyleczył tysiące pacjentów.;Rafał Piech;Do Rzeczy, 28.12.2021
Prawda;W 2020 roku średnia płaca w mikroprzedsiębiorstwach wynosiła 3509 zł brutto, czyli zaledwie 2561 zł na rękę;Anna Maria Żukowska;Twitter, 02.01.2021
Fałsz;(...) medykamentów (szczepionki na COVID-19 – przyp. Demagog), które nie mają nic wspólnego z definicją szczepionki.;Rafał Piech;Twitter, 21.12.2021
Prawda;Statystyki pokazują, że ponad 98 proc. wniosków kierowanych do sądu o podsłuchy jest akceptowanych przez sądy.;Krzysztof Kwiatkowski;Poranek Radia TOK FM, 03.01.2022
Prawda;Jest taki indeks światowy wolności gospodarczej. Pierwsze 4 lata waszych rządów (Zjednoczonej Prawicy – przyp. Demagog), spadliśmy o 30 pozycji (...), a on nie obejmuje jeszcze roku ‘20 i ‘21.;Izabela Leszczyna;7. dzień tygodnia w Radiu ZET, 19.12.2021
Prawda;Artykuł 53. Prawa o ruchu drogowym, mówi, że pojazd jest uprzywilejowany wtedy, jak jednocześnie ma sygnał świetlny i dźwiękowy. ;Izabela Leszczyna;7. dzień tygodnia w Radiu ZET, 19.12.2021
Prawda;Były robione badania i 60 proc. społeczeństwa jest za tym, żeby były szczepienia obowiązkowe, w tym 19 proc. szczepienia dotyczące pewnych grup zawodowych, a 40 w ogóle.;Gabriela Morawska-Stanecka;Poranek Radia TOK FM, 15.12.2021
Prawda;W rankingu wolności mediów Polska, można powiedzieć, spadła dramatycznie z 18. na 64. miejsce. Przed nami jest wiele krajów Afryki.;Adam Jarubas;7. Dzień Tygodnia w Radiu ZET, 18.12.2021
Fałsz;Prawo i Sprawiedliwość chce zwalczyć TVN, bo oglądalność „Faktów” jest zdecydowanie lepsza niż „Wiadomości”.;Adam Jarubas;7. Dzień Tygodnia w Radiu ZET, 19.12.2021
Fałsz;Nikt z Konfederacji nie jest członkiem Komisji Zdrowia.;Bolesław Piecha;Poranna Rozmowa w RMF FM, 16.12.2021
Fałsz;Transparent, o który toczy się awantura:;Robert Winnicki;Twitter, 15.12.2021
Nieweryfikowalne;W 2020 roku odeszło z zawodu 10 500 pielęgniarek i położnych, a do publicznej służby zdrowia trafiło jedynie 2800. 4 pielęgniarki i położne odeszły, a tylko 1 przyszła do służby zdrowia.;Dariusz Joński;Konferencja prasowa, 22.11.2021
Prawda;Konkretne liczby pokazują konkretne dane, a więc wskaźnik zatrudnienia kobiet (...) 64% to jest wzrost od roku 2015 o 13%, wskaźnik aktywności zawodowej kobiet dzisiaj wynosi 66% i ten wzrost jest o blisko 9% w porównaniu do roku 2015.;Marlena Maląg;Sygnały Dnia, 22.11.2021
Manipulacja;To nie jest (polski Trybunał Konstytucyjny – przyp. Demagog) pierwszy sąd konstytucyjny, który orzeka na temat zgodności prawa unijnego z prawem krajowym. Wiele innych sądów, jak np. Bundesverfassungsgericht z Karlsruhe – niemiecki sąd konstytucyjny, francuski sąd konstytucyjny czy hiszpański sąd konstytucyjny, wydały podobne orzeczenia.;Mateusz Morawiecki;Wywiad dla BBC News, 04.12.2021 (tłum. TVP Info)
Prawda;Czego Polacy się obawiają, co jest największą troską wszystkich polskich rodzin. Ponad 40 proc. Polaków boi się wzrostu cen i drożyzny (...). Na drugim miejscu tych trosk, według tego badania, jest właśnie pandemia (...). Na trzecim miejscu jest lęk Polaków przed wojną rosyjsko-ukraińską, 10 proc. boi się tego konfliktu. (...) I również 10 proc., i to są te cztery największe lęki Polaków, ten czwarty to strach przed pogłębiającym się konfliktem Polski z Unią Europejską.;Donald Tusk;Rada Krajowa PO, 12.12.2021
Prawda;Grzywny są bardzo precyzyjnie opisane (za nieszczepienie dzieci na takie choroby jak błonica, krztusiec, gruźlica, tężec – przyp. Demagog). Grzywny są nie większe niż 10 tys. zł, mogą być dawane wielokrotnie, łączna kwota nie przekracza 50 tys.;Włodzimierz Czarzasty;Gość Wydarzeń, 11.12.2021
Prawda;Nowy kanclerz Niemiec, w tym tygodniu zaprzysiężony, najpierw odwiedził Brukselę, później Paryż. Trzecia jego wizyta zagraniczna to wizyta w Warszawie.;Zbigniew Kuźmiuk;Gość Wiadomości, 12.12.2021
Prawda;Przeciętna długość życia w Polsce w 2020 roku wyniosła 76,6 lat. O 4 lata mniej niż średnia w UE. W latach 2019-2020 spadła o 1,4 roku. Jeden z najwyższych spadków w UE.;Robert Kwiatkowski;Twitter, 13.11.2021
Fałsz;I na koniec tego słyszymy, że on (Łukasz Mejza – przyp. Demagog) sobie bierze urlop sejmowy. Ja nie wiem, co to w ogóle jest, bo nie ma czegoś takiego jak urlop sejmowy.;Dariusz Joński;Onet Opinie, 10.12.2021
Fałsz;Ostatnio widziałem takie statystyki dotyczące samych zakażeń, możliwości zakażenia się w ogóle, to tu nie ma różnicy między zaszczepionymi i niezaszczepionymi. Zaszczepienie (...) zmniejsza prawdopodobieństwo, też nie chroni w pełni, ale zmniejsza prawdopodobieństwo ciężkiego przebiegu. I bardzo zmniejsza, choć też nie całkowicie eliminuje (...) ryzyko śmierci w wyniku zakażenia koronawirusem. (...) Z drugiej strony wiemy, że są to szczepionki eksperymentalne, że one nie przeszły takiego cyklu testowania jak zwykłe szczepionki.;Marcin Horała;Express Biedrzyckiej, 07.12.2021
Prawda;Bo jak przejmowali (Prawo i Sprawiedliwość – przyp. Demagog) od nas rządzenie Polską, to mieliśmy deflację, znaczy ceny nie tylko nie rosły, ale one wręcz spadały.;Izabela Leszczyna;Wywiad Polityczny, 30.11.2021
Manipulacja;Możemy dyskutować o inflacji, ale podyskutujmy o bezrobociu. 3,4 proc. w Polsce jest bezrobocie. Średnia europejska – 6,6, średnia w strefie euro – 7,3, a w tych krajach (...), gdzie jest właśnie najniższa inflacja w Europie, krajach południa, Grecja, Hiszpania, to mamy do czynienia z bezrobociem na poziomie kilkunastu procent.;Jacek Sasin;Gość Wydarzeń, 01.12.2021
Manipulacja;Według badań GUS-u z 2015 roku w 2020 roku na jedną kobietę miało przypadać średnio 1,28 dziecka. Obecnie jest to 1,41 dziecka.;Bartłomiej Wróblewski;Poranna Rozmowa w RMF FM, 01.12.2021
Manipulacja;Wraca (propozycja federalizacji Unii Europejskiej – przyp. Demagog) w postaci propozycji przedstawionej zupełnie ostatnio, w trakcie rokowań o powołanie nowego rządu Federacji Niemieckiej (...). Została sformułowana wprost: wprost Europa na skutek działań niemieckich, to też jest wyraźnie powiedziane, ma iść ku owej federalizacji. A owa federalizacja to m.in. odrzucenie suwerenności poszczególnych państw europejskich, tych, które są dziś w Unii Europejskiej, na rzecz wspominanej w tym dokumencie (umowie koalicyjnej SPD, Zielonych i FDP – przyp. Demagog) suwerenności europejskiej.;Jarosław Kaczyński;Warsaw Summit, 04.12.2021
Prawda;Koledzy PO i SLD z partii w PE, kanclerze Schroeder i Schuessel,byli premierzy i Fillon i Lipponen oraz była minister spraw zagranicznych Kneissl, rozpoczęli pracę dla rosyjskich firm energetycznych, w tym Nord Stream. To tyle w temacie kto w UE wspiera Putina;Tomasz Poręba;Twitter, 04.12.2021
Prawda;Ja się pytam, które słowa prezesa Kaczyńskiego są prawdziwe? Bo kilka lat temu powiedział, że z Le Pen macie państwo tyle wspólnego, PiS ma tyle wspólnego, rozumiem, co z Putinem.;Marzena Okła-Drewnowicz;Śniadanie Rymanowskiego w Polsat News, 05.12.2021
Fałsz;W POLSCE W WIEKU 0-11 LAT NA MEDIALNEGO WIRUSA NIE ZMARŁO ŻADNE DZIECKO !;Paweł Tanajno;Facebook, 28.11.2021
Prawda;W 2050 roku, wg danych GUS-u, będzie Polaków 4,5 mln mniej. (...) W 2050 roku będzie już więcej osób w wieku nieprodukcyjnym niż w wieku produkcyjnym, obecnie stosunek jest jak 66 do 100.;Bartłomiej Wróblewski;Poranna Rozmowa w RMF FM, 01.12.2021
Prawda;W 2010 r. Tusk zwiększył uzależnienie Polski od rosyjskiego gazu o ~2,3 mld metr. sześć. do 2022 r. Ponadto pozwolił na darowanie 1 mld zł długu Gazpromu wobec EuRoPol Gaz za przesył gazu w latach 2006-2009 – właściciela polskiego odcinka gazociągu jamalskiego.;Janusz Kowalski;Twitter, 29.11.2021
Prawda;Obowiązkowe szczepienia w Polsce są, tylko akurat nie na COVID.;Radosław Sikorski;Onet Opinie, 30.11.2021
Prawda;(...) Rada Polityki Pieniężnej nie reagowała przez wiele miesięcy. Czesi podjęli decyzję (o podwyższeniu stóp procentowych – przyp. Demagog) dużo wcześniej, kilkanaście miesięcy temu, my jako jeden z ostatnich tutaj krajów tej części Europy.;Władysław Kosiniak-Kamysz;Graffiti, 24.11.2021
Nieweryfikowalne;Przez granicę polsko-białoruską idzie 10 proc. eksportu chińskiego do Europy;Szymon Hołownia;Fakty po Faktach, 12.11.2021
Prawda;Wczoraj został opublikowany przez CBOS bardzo ciekawy sondaż, który pokazuje, jaki jest rozkład głosów dla pomysłu wsparcia dla pomysłu, żeby pracodawca weryfikował, czy pracownik jest przetestowany, czy zaszczepiony. I wyszło, że oprócz, oczywiście, wyborców Konfederacji to rozkład poparcia dla tego projektu wśród wyborców PiS-u, PSL-u, Platformy jest dokładnie taki sam – jest mniej więcej 62 proc. wsparcia.;Adam Niedzielski;Poranna rozmowa w RMF FM, 25.11.2021
Fałsz;Oficjalnie podawane symptomy tego wirusa (wariantu Omikron – przyp. Demagog), jego obecności, są w zastanawiający sposób i ściśle zbieżne z niepożądanymi odczynami poszczepiennymi (...): zatory, zakrzepy, zawały. To teraz wszystko ma być spisane na karb tego strasznego południowoafrykańskiego wirusa.;Grzegorz Braun;Konferencja prasowa, 30.11.2021
Fałsz;Mamy dane statystyczne podawane przez jeden z dzienników, chyba dwa czy trzy dni temu, że obroty gospodarcze Polski, Niemiec z Białorusią w roku 2021 podwoiły się w stosunku do roku 2020. ;Marek Sawicki;Śniadanie Rymanowskiego w Polsat News i Interii, 14.11.2021
Nieweryfikowalne;Jeżeli chodzi o skłonność do szczepienia, to najmniejszą skłonność do szczepień mają ludzie, którzy nie uczestniczą w życiu publicznym, bo też badania pod tym kątem robione.;Adam Niedzielski;Poranna rozmowa w RMF FM, 25.11.2021
Prawda;Założycielem Frontu Narodowego (francuskiej partii politycznej – przyp. Demagog) jest człowiek, który walczył w Waffen SS – pan Pierre Bousquet.;Piotr Zgorzelski;Kawa na ławę, 31.10.2021
Nieweryfikowalne;Co mówiono o propozycji 500+, kiedy w 2016 roku zaczęliśmy realizację tego programu. (...) No różne takie rzeczy, że to tylko pijacy będą na tym korzystać albo na wódkę zaczną te pieniądze być wydawane i po prostu alkoholizm w Polsce będzie kwitł. (...) Po tych paru latach możemy jednoznacznie stwierdzić, że poziom alkoholizmu absolutnie się nie zwiększył w Polsce.;Violetta Porowska;Południowa Loża Radiowa w Radiu Opole, 23.08.2021
