assestment;text_clean;sentiment_all;sentiment_avg;uniq_words;uniq_lemm;err;net;ADJ;ADV;NOUN;e0;e1;e2;e3;e4
Prawda;Dzięki rządowej tarczy antyinflacyjnej mamy najniższy VAT na paliwa w UE. Na stacjach _ORLEN efekty tych zamian widać już dzisiaj. Liczymy na to, że pozostali gracze rynkowi również wpiszą się w ten trend;-0.0089954901486635;-0.0347955338656902;32.0;30.0;4.0;2.0;0.21875;0.0625;0.25;-1.4493178;10.749394;11.159114;16.851694;5.0520053
Manipulacja; do tej pory jesteśmy na ostatnim miejscu w Europie, jeżeli chodzi o ilość testów na milion mieszkańców, i na 99. miejscu na świecie pod względem ilości testów na milion mieszkańców.;-0.0089954901486635;-0.0089954901486635;22.0;22.0;3.0;2.0;0.0909090909090909;0.0;0.4090909090909091;-1.6784905;9.962329;9.992064;15.667083;5.8821926
Prawda;Osoby niezaszczepione w Polsce, 60 parę proc. z nich, boi się szczepionek.;-0.0089954901486635;-0.0089954901486635;12.0;12.0;1.0;1.0;0.1666666666666666;0.0;0.1666666666666666;-1.3864833;11.10804;9.263167;16.265787;6.3938227
Manipulacja;Mówi pan Przemysław Czarnek o pomocy psychologicznej ministerstwa edukacji. Panie ministrze, przeznacza pan 3 zł na ucznia na pomoc psychologiczną. Za 3 zł nie wyciągnie się dziecka z depresji, za 3 zł nie uratuje się go przed próbą samobójczą ... albo pozbawieniem się życia.;-0.1756158918142318;-0.2781619608867913;34.0;31.0;1.0;3.0;0.088235294117647;0.0294117647058823;0.5;-1.2189673;11.943776;10.438997;17.518698;5.418377
Fałsz;Nasz klin podatkowy jest wysoki. ... Większość państw europejskich ma ten klin niższy.;-0.2188092172145843;-0.135863565839827;11.0;11.0;1.0;1.0;0.3636363636363636;0.0;0.2727272727272727;-1.4788656;9.78863;10.744004;15.550657;5.7551293
Nieweryfikowalne;Dziś można zauważyć, pewne pozytywne tendencje, np. to, że w końcu, po wielu latach, większa liczba Polaków wraca do naszej ojczyzny niż z niej wyjeżdża.;0.0506934113800525;0.0506934113800525;25.0;25.0;2.0;2.0;0.24;0.0;0.28;-1.6001004;10.731343;10.248739;16.806541;5.6650767
Częściowy fałsz;Zaostrzenie konfliktu na Ukrainie stanowi potencjalne zagrożenie dla miejscowych polskich inwestycji. Według danych Narodowego Banku Ukrainy w 2020 r. wyniosły one 129,3 mln dolarów, czyniąc Polskę ósmym największym inwestorem w tym kraju.;-0.0089954901486635;-0.0089954901486635;31.0;30.0;4.0;4.0;0.1935483870967742;0.0;0.3548387096774194;-1.8330698;10.600896;11.6950445;15.621342;5.5813117
Prawda;W latach największego kryzysu związanego z wojną w Donbasie (dwuletni okres 2014-2015) polski eksport na Ukrainę spadł o 30 proc., a eksport do Rosji o 37 proc. Obecnie Ukraina jest czwartym odbiorcą polskiego eksportu poza państwami UE (2,19 proc. udziału w całości eksportu);-0.0089954901486635;-0.0089954901486635;38.0;35.0;4.0;9.0;0.2631578947368421;0.0263157894736842;0.2631578947368421;-2.2187192;10.397183;11.9894285;15.718975;5.983877
Fałsz;1⁄4 rolników żyje poniżej skrajnego ubóstwa. To są dane przedstawione przez GUS.;-0.009628789499402;-0.191283531486988;12.0;12.0;3.0;1.0;0.1666666666666666;0.0;0.5;-1.82174;11.016368;10.099748;15.713043;6.6414723
Prawda;Mamy 11 służb, które mają dziś uprawnienia do tego, żeby nas podsłuchiwać. 11 służb w Polsce. ;-0.2638531923294067;-0.172766987234354;13.0;13.0;3.0;1.0;0.0769230769230769;0.0;0.3076923076923077;-0.4051288;11.661885;10.127026;18.195862;5.3480988
Nieweryfikowalne;Psycholog w każdej szkole jeszcze nigdy nie był tak potrzebny jak dziś, gdy niemal połowa polskich nastolatków boryka się z objawami depresji.;0.0780179649591445;0.0780179649591445;22.0;22.0;1.0;1.0;0.1363636363636363;0.1818181818181818;0.2727272727272727;-1.13715;11.37618;9.715453;16.9263;5.971002
Prawda; liczba dziecięcych prób samobójczych rośnie z roku na rok.;-0.0089954901486635;-0.0089954901486635;9.0;8.0;1.0;0.0;0.2222222222222222;0.0;0.4444444444444444;-1.5278437;10.955812;9.84731;15.826265;7.349602
Fałsz;Jak na razie, za rządów Prawa i Sprawiedliwości bezrobocie tylko malało, nigdy nie wzrosło.;0.010939884930849;0.010939884930849;14.0;14.0;1.0;0.0;0.0;0.1428571428571428;0.3571428571428571;-1.2897333;10.257226;11.698445;16.147278;6.6301603
Prawda;Komisja śledcza ma uprawnienia, no powiedzmy, quasi–prokuratorskie. Może wzywać świadków, może powoływać biegłych, może nakazać doprowadzenie przed oblicze komisji.;-0.1923248469829559;-0.2508240342140198;19.0;17.0;4.0;0.0;0.2105263157894736;0.0;0.5263157894736842;-0.20033158;11.83778;9.847819;18.459627;5.0401244
Prawda;Ostatni raport PKO BP w zakresie kosztów transformacji związanej z Fit for 55 pokazał, że koszty dla polskiej gospodarki do 2030 roku to jest 2,4 bln zł, z czego luka między tym, co dostaniemy, a tym, co musimy wydać, to jest 1 bln 200 mld zł. To jest to, co nam będzie brakowało.;-0.0089954901486635;-0.0223800642415881;43.0;40.0;3.0;4.0;0.1162790697674418;0.0;0.1860465116279069;-1.7267511;10.991907;11.619502;16.52931;5.2505236
Prawda;Polska w tym okresie transformacji  zredukowaliśmy CO2 o 32 proc.;-0.0089954901486635;-0.0089954901486635;10.0;10.0;1.0;1.0;0.0;0.0;0.2;-1.89022;10.199111;11.849021;15.927845;6.0121493
Nieweryfikowalne;Ok. 40% osób zarabia w Polsce 3400 zł lub mniej.;-0.1566198021173477;-0.1566198021173477;11.0;11.0;0.0;1.0;0.0;0.0909090909090909;0.0909090909090909;-1.1850809;11.6250725;10.810668;15.107466;6.764153
Fałsz;Wczoraj zobaczyłem takie dane, porównanie dochodów budżetowych z lat 2008–2015 i z lat 2016–2022. Przez 7 lat Platformy Obywatelskiej wzrost wyniósł ok. 10 mld. Przez 7 lat Prawa i Sprawiedliwości wzrost dochodów budżetowych wyniósł 200 mld.;-0.0089954901486635;-0.0850968522330125;26.0;26.0;7.0;6.0;0.1153846153846153;0.0769230769230769;0.4230769230769231;-1.8720325;10.952896;12.477988;16.377125;5.9912834
Fałsz;Jeden ryzykuje tym, że się nie szczepi, drugi ryzykuje tym, że się szczepi. Mówię to  zakładając, że mimo wszystko ten preparat nie jest tam w 100 proc. przebadany.;-0.4137413203716278;-0.3441219627857208;21.0;20.0;1.0;1.0;0.1428571428571428;0.1904761904761904;0.0476190476190476;-1.085423;11.614234;9.159032;17.39189;5.998184
Fałsz;Doskonale wiemy, że ten wirus w sytuacji gdy nie ma leczenia, a są objawy, atakuje szybko płuca i oskrzela osłabionego organizmu. Wówczas trzeba podać antybiotyk, ale nie za osiem dni, tylko natychmiast.;-0.1002673953771591;-0.1094770785421133;31.0;31.0;0.0;0.0;0.0967741935483871;0.1612903225806451;0.3225806451612903;-1.1499001;11.680597;9.220531;17.384653;5.968991
Prawda;A co się stało z projektem pana prezydenta Andrzeja Dudy? Pamiętam, że w kampanii wyborczej napisał taki projekt, który miał zapewnić wszystkim rodzicom możliwość współdecydowania o rodzajach treści oraz sposobie prowadzenia zajęć dodatkowych. To była obietnica prezydenta Andrzeja Dudy w kampanii. Ten projekt trafił do parlamentu. Jak dzisiaj sprawdzałem, nawet opinii rządu nie ma.;-0.0341447331011295;-0.2113826133310795;48.0;46.0;3.0;2.0;0.0625;0.0416666666666666;0.3958333333333333;-0.48125938;11.211377;10.856302;18.492786;4.490839
Prawda;Według rankingu, opublikowanego 4 stycznia przez „The Economist”, Polska jest 6. krajem, który najlepiej poradził sobie gospodarczo w czasie pandemii.;-0.0089954901486635;-0.0089954901486635;20.0;20.0;0.0;3.0;0.1;0.1;0.3;-1.1991929;9.469799;9.92739;16.069891;5.7053423
Prawda;Skrajne ubóstwo wśród dzieci w 2020 r. wzrosło z 4,5% w 2019 r. do 5,9% w 2020 r. Oznacza to dodatkowych 100 tys. dzieci, które popadło w skrajne ubóstwo.;-0.0089954901486635;-0.0089954901486635;22.0;22.0;0.0;3.0;0.2727272727272727;0.0;0.2272727272727272;-2.2995043;11.001632;10.948767;15.918231;6.8389335
Fałsz;Religia  jest jej więcej niż WF-u.;-0.3499536216259002;-0.3499536216259002;8.0;8.0;0.0;0.0;0.0;0.0;0.25;-0.13409454;10.568219;10.06518;15.887556;6.365498
Fałsz;Ten preparat szczepionki przynosi odwrotny skutek, pomaga się rozwijać pandemii.;-0.0089954901486635;-0.0089954901486635;10.0;10.0;0.0;0.0;0.1;0.1;0.5;-0.9367519;11.235013;9.18904;16.9368;6.4031334
Prawda;Czy prezes Kaczyński obiecał 14. emeryturę na stałe? Tak. 27 IX 2019 r. w Płocku.;-0.0089954901486635;-0.0444569857791066;15.0;15.0;1.0;3.0;0.2666666666666666;0.0;0.0666666666666666;0.5597108;10.601664;10.644099;18.3885;4.9451394
Manipulacja;To Platforma Obywatelska w swoich materiałach programowych z 2005 r. wskazywała, że sędziowie w praktyce nie ponoszą odpowiedzialności za naruszenie prawa. Postulowała, aby uniezależnić sądownictwo dyscyplinarne od sędziowskiej korporacji i wprowadzić Sąd Dyscyplinarny Zawodów Prawniczych, których członków nominowałby prezydent. Proponowała, aby wyboru KRS dokonywał Sejm. Opowiadała się za zmianami, które dziś obłudnie sabotuje.;-0.0089954901486635;-0.0757158703636378;50.0;49.0;10.0;5.0;0.16;0.06;0.28;0.019621357;11.384418;10.034593;18.770607;4.7929387
Prawda;Jeszcze w marcu zeszłego roku szef Narodowego Banku Polskiego mówił, że to, co Polsce grozi, to deflacja, że inflacją w ogóle nie należy się przejmować.;-0.0089954901486635;-0.0089954901486635;22.0;22.0;1.0;3.0;0.2727272727272727;0.0454545454545454;0.2727272727272727;-1.2367171;10.986596;11.148043;17.618708;4.785161
Manipulacja;W przestrzeni publicznej jest na ten temat Funduszu Sprawiedliwości wiele dezinformacji. Słyszymy, że Fundusz ma wspierać wyłącznie ofiary przestępstw. To nieprawda. Ustawa nakłada na Fundusz trzy równoważne zadania: pomoc dla ofiar, wsparcie dla skazanych, którzy zakończyli karę pozbawienia wolności, a trzeci cel to przeciwdziałanie przestępczości. Dlatego Fundusz udzielił wsparcia CBA zgodnie ze swoim ustawowym zadaniem.;-0.0089954901486635;-0.1920769867487251;51.0;46.0;7.0;5.0;0.1176470588235294;0.0588235294117647;0.4901960784313725;-0.9253989;11.903761;10.470133;17.8098;5.109772
Fałsz; powierzchnia Kazachstanu równa się powierzchni całej Europy.;-0.0089954901486635;-0.0089954901486635;7.0;6.0;0.0;2.0;0.2857142857142857;0.0;0.2857142857142857;-1.0280688;10.732138;10.42895;14.735314;6.0822377
Prawda;Pakiet klimatyczny jest elementem prawa europejskiego już przyjętego. W związku z tym nie można już go wypowiedzieć w taki prosty sposób, tylko trzeba byłoby znowelizować przepisy na poziomie ogólnoeuropejskim. Podobnie jak właśnie w sprawie ETS-u. Dlatego potrzebna jest ponadpartyjna działalność w tym zakresie, z różnych frakcji, z różnych państw, aby to było możliwe. ;-0.0552737116813659;-0.230102062691003;46.0;44.0;7.0;2.0;0.2391304347826087;0.0652173913043478;0.3043478260869565;-0.9314093;11.764867;10.655898;18.036406;4.654544
Prawda;W roku 2021 25 mld zł trafiło ze sprzedaży emisji CO2 do budżetu państwa. ;-0.0089954901486635;-0.0089954901486635;14.0;14.0;0.0;1.0;0.1428571428571428;0.0;0.2857142857142857;-1.194542;11.407906;12.835701;15.46325;6.1301804
Fałsz;Wiemy doskonale, że samym rozporządzeniem nie można wprowadzić przymusowych szczepień. Art. 39 Konstytucji mówi o tym, że nikt nie może być poddany eksperymentom naukowym, w tym medycznym, bez dobrowolnie wyrażonej zgody.;-0.0089954901486635;-0.0401854189112782;28.0;29.0;1.0;1.0;0.2857142857142857;0.0714285714285714;0.1785714285714285;-0.16286112;11.972539;9.481469;18.106735;4.950332
Fałsz;Człowiek przy dzisiejszym stanie wiedzy, techniki i technologii nie jest zdolny do realnego wpływu na cykliczne przemiany klimatyczne.;-0.0089954901486635;-0.0089954901486635;18.0;18.0;0.0;0.0;0.2777777777777778;0.0;0.3888888888888889;-1.0238327;10.715378;10.829515;14.689804;5.474315
Manipulacja;Więcej niż w Polsce za prąd, w stosunku do zarobków, płaci się tylko w takich krajach jak Sierra Leone czy Uganda.;-0.0089954901486635;-0.0089954901486635;19.0;19.0;1.0;4.0;0.1052631578947368;0.1052631578947368;0.1052631578947368;-1.3274204;10.227315;10.430206;15.211657;5.4503384
Fałsz;Wiemy, że istnieją na rynku leki, które działają. Przede wszystkim amantadyna i iwermektyna. To są leki przetestowane przez wielu lekarzy na dziesiątkach tysięcy ludzi m.in. przez dr. Bodnara z Przemyśla, który wyleczył tysiące pacjentów.;-0.0089954901486635;0.0005593442668517;31.0;31.0;6.0;1.0;0.032258064516129;0.064516129032258;0.3870967741935484;-1.0190129;11.482651;9.260469;17.175829;6.070563
Prawda;W 2020 roku średnia płaca w mikroprzedsiębiorstwach wynosiła 3509 zł brutto, czyli zaledwie 2561 zł na rękę;-0.0089954901486635;-0.0089954901486635;16.0;15.0;2.0;1.0;0.125;0.0;0.1875;-1.7770056;11.085721;11.993537;16.163715;6.6027155
Fałsz;... medykamentów szczepionki na COVID-19, które nie mają nic wspólnego z definicją szczepionki.;-0.0089954901486635;-0.0089954901486635;12.0;12.0;1.0;0.0;0.0833333333333333;0.0;0.4166666666666667;-0.92208916;11.346735;9.107764;17.048866;6.3169866
Prawda;Statystyki pokazują, że ponad 98 proc. wniosków kierowanych do sądu o podsłuchy jest akceptowanych przez sądy.;-0.0089954901486635;-0.1236295709386468;16.0;16.0;1.0;0.0;0.25;0.0;0.25;-1.0559164;10.939174;9.312704;16.936064;6.1632123
Prawda;Jest taki indeks światowy wolności gospodarczej. Pierwsze 4 lata waszych rządów Zjednoczonej Prawicy, spadliśmy o 30 pozycji ..., a on nie obejmuje jeszcze roku ‘20 i ‘21.;-0.0089954901486635;-0.0089954901486635;27.0;26.0;2.0;1.0;0.1851851851851851;0.0;0.2222222222222222;-1.5349206;10.291402;11.367699;16.742275;5.717134
Prawda;Artykuł 53. Prawa o ruchu drogowym, mówi, że pojazd jest uprzywilejowany wtedy, jak jednocześnie ma sygnał świetlny i dźwiękowy. ;-0.0976525768637657;-0.0464927116408944;19.0;19.0;2.0;0.0;0.3157894736842105;0.1578947368421052;0.2631578947368421;-0.25782776;11.767002;9.379017;17.865896;5.0023103
Prawda;Były robione badania i 60 proc. społeczeństwa jest za tym, żeby były szczepienia obowiązkowe, w tym 19 proc. szczepienia dotyczące pewnych grup zawodowych, a 40 w ogóle.;-0.0089954901486635;0.0431239074096083;23.0;21.0;2.0;1.0;0.1739130434782608;0.0;0.217391304347826;-1.2468945;11.692274;9.516774;17.493565;5.631572
Prawda;W rankingu wolności mediów Polska, można powiedzieć, spadła dramatycznie z 18. na 64. miejsce. Przed nami jest wiele krajów Afryki.;-0.0089954901486635;0.0560958562418818;20.0;20.0;2.0;2.0;0.1;0.05;0.25;-1.1232708;9.260391;10.042225;16.175554;5.80681
Fałsz;Prawo i Sprawiedliwość chce zwalczyć TVN, bo oglądalność „Faktów” jest zdecydowanie lepsza niż „Wiadomości”.;-0.1317105889320373;-0.1317105889320373;14.0;14.0;5.0;1.0;0.0714285714285714;0.0714285714285714;0.2857142857142857;-0.36978978;10.45163;10.464677;17.913893;4.9996758
Fałsz;Nikt z Konfederacji nie jest członkiem Komisji Zdrowia.;-0.1720735281705856;-0.1720735281705856;8.0;8.0;0.0;2.0;0.0;0.0;0.5;0.5198973;11.104872;9.544629;17.252062;5.464031
Fałsz;Transparent, o który toczy się awantura:;-0.1395903378725052;-0.1395903378725052;6.0;6.0;0.0;0.0;0.0;0.0;0.1666666666666666;0.573696;10.911709;10.205929;16.629665;5.8585253
Nieweryfikowalne;W 2020 roku odeszło z zawodu 10 500 pielęgniarek i położnych, a do publicznej służby zdrowia trafiło jedynie 2800. 4 pielęgniarki i położne odeszły, a tylko 1 przyszła do służby zdrowia.;-0.0089954901486635;-0.1139719570055604;27.0;25.0;4.0;1.0;0.1481481481481481;0.0;0.2222222222222222;-1.7714906;11.412392;10.388117;16.023607;7.034689
Prawda;Konkretne liczby pokazują konkretne dane, a więc wskaźnik zatrudnienia kobiet  64% to jest wzrost od roku 2015 o 13%, wskaźnik aktywności zawodowej kobiet dzisiaj wynosi 66% i ten wzrost jest o blisko 9% w porównaniu do roku 2015.;-0.0089954901486635;-0.0089954901486635;32.0;32.0;2.0;2.0;0.15625;0.03125;0.375;-2.3739605;10.41267;11.749578;16.235107;6.111184
Manipulacja;To nie jest polski Trybunał Konstytucyjny pierwszy sąd konstytucyjny, który orzeka na temat zgodności prawa unijnego z prawem krajowym. Wiele innych sądów, jak np. Bundesverfassungsgericht z Karlsruhe – niemiecki sąd konstytucyjny, francuski sąd konstytucyjny czy hiszpański sąd konstytucyjny, wydały podobne orzeczenia.;-0.0089954901486635;-0.0494147026911377;33.0;31.0;1.0;7.0;0.3939393939393939;0.0;0.3636363636363636;0.005986665;11.400748;9.886509;18.86163;4.7990294
Prawda;Czego Polacy się obawiają, co jest największą troską wszystkich polskich rodzin. Ponad 40 proc. Polaków boi się wzrostu cen i drożyzny . Na drugim miejscu tych trosk, według tego badania, jest właśnie pandemia . Na trzecim miejscu jest lęk Polaków przed wojną rosyjsko-ukraińską, 10 proc. boi się tego konfliktu.  I również 10 proc., i to są te cztery największe lęki Polaków, ten czwarty to strach przed pogłębiającym się konfliktem Polski z Unią Europejską.;-0.0089954901486635;-0.0300283463050921;55.0;51.0;9.0;5.0;0.1636363636363636;0.0545454545454545;0.3090909090909091;-1.8928654;10.93764;10.262511;17.001444;5.4491305
Prawda;Grzywny są bardzo precyzyjnie opisane za nieszczepienie dzieci na takie choroby jak błonica, krztusiec, gruźlica, tężec. Grzywny są nie większe niż 10 tys. zł, mogą być dawane wielokrotnie, łączna kwota nie przekracza 50 tys.;-0.2448979169130325;-0.2213206402957439;30.0;31.0;0.0;0.0;0.2333333333333333;0.1;0.3;-1.2117869;11.759502;9.357917;17.555887;5.780905
Prawda;Nowy kanclerz Niemiec, w tym tygodniu zaprzysiężony, najpierw odwiedził Brukselę, później Paryż. Trzecia jego wizyta zagraniczna to wizyta w Warszawie.;-0.0089954901486635;-0.0488182911649346;18.0;18.0;2.0;2.0;0.3333333333333333;0.0555555555555555;0.2222222222222222;0.7672522;10.228933;10.296092;17.482609;4.8697352
Prawda;Przeciętna długość życia w Polsce w 2020 roku wyniosła 76,6 lat. O 4 lata mniej niż średnia w UE. W latach 2019-2020 spadła o 1,4 roku. Jeden z najwyższych spadków w UE.;-0.0089954901486635;-0.094056514557451;27.0;22.0;4.0;5.0;0.1481481481481481;0.0;0.2962962962962963;-2.3165367;10.19384;11.60797;15.959622;6.11925
