assestment;text
Fałsz;W POLSCE W WIEKU 0-11 LAT NA MEDIALNEGO WIRUSA NIE ZMARŁO ŻADNE DZIECKO !
Prawda;W 2050 roku, wg danych GUS-u, będzie Polaków 4,5 mln mniej. (…) W 2050 roku będzie już więcej osób w wieku nieprodukcyjnym niż w wieku produkcyjnym, obecnie stosunek jest jak 66 do 100.
Prawda;W 2010 r. Tusk zwiększył uzależnienie Polski od rosyjskiego gazu o ~2,3 mld metr. sześć. do 2022 r. Ponadto pozwolił na darowanie 1 mld zł długu Gazpromu wobec EuRoPol Gaz za przesył gazu w latach 2006-2009 – właściciela polskiego odcinka gazociągu jamalskiego.
Prawda;Obowiązkowe szczepienia w Polsce są, tylko akurat nie na COVID.
Prawda;(…) Rada Polityki Pieniężnej nie reagowała przez wiele miesięcy. Czesi podjęli decyzję (o podwyższeniu stóp procentowych – przyp. Demagog) dużo wcześniej, kilkanaście miesięcy temu, my jako jeden z ostatnich tutaj krajów tej części Europy.
Nieweryfikowalne;Przez granicę polsko-białoruską idzie 10 proc. eksportu chińskiego do Europy
Prawda;Wczoraj został opublikowany przez CBOS bardzo ciekawy sondaż, który pokazuje, jaki jest rozkład głosów dla pomysłu wsparcia dla pomysłu, żeby pracodawca weryfikował, czy pracownik jest przetestowany, czy zaszczepiony. I wyszło, że oprócz, oczywiście, wyborców Konfederacji to rozkład poparcia dla tego projektu wśród wyborców PiS-u, PSL-u, Platformy jest dokładnie taki sam – jest mniej więcej 62 proc. wsparcia.
Fałsz;Oficjalnie podawane symptomy tego wirusa (wariantu Omikron – przyp. Demagog), jego obecności, są w zastanawiający sposób i ściśle zbieżne z niepożądanymi odczynami poszczepiennymi (…): zatory, zakrzepy, zawały. To teraz wszystko ma być spisane na karb tego strasznego południowoafrykańskiego wirusa.
Fałsz;Mamy dane statystyczne podawane przez jeden z dzienników, chyba dwa czy trzy dni temu, że obroty gospodarcze Polski, Niemiec z Białorusią w roku 2021 podwoiły się w stosunku do roku 2020. 
Nieweryfikowalne;Jeżeli chodzi o skłonność do szczepienia, to najmniejszą skłonność do szczepień mają ludzie, którzy nie uczestniczą w życiu publicznym, bo też badania pod tym kątem robione.
Prawda;Założycielem Frontu Narodowego (francuskiej partii politycznej – przyp. Demagog) jest człowiek, który walczył w Waffen SS – pan Pierre Bousquet.
Nieweryfikowalne;Co mówiono o propozycji 500+, kiedy w 2016 roku zaczęliśmy realizację tego programu. (…) No różne takie rzeczy, że to tylko pijacy będą na tym korzystać albo na wódkę zaczną te pieniądze być wydawane i po prostu alkoholizm w Polsce będzie kwitł. (…) Po tych paru latach możemy jednoznacznie stwierdzić, że poziom alkoholizmu absolutnie się nie zwiększył w Polsce.
Prawda;(…) kwarantanny, w których teraz chyba siedzi więcej Polaków niż kiedykolwiek. (…) Teraz nie można z tej kwarantanny wyjść nawet, jak się ma negatywny wynik testu.
Prawda;W Unii Europejskiej wszystkie państwa, które nadesłały dane, 20 państw nadesłało pełne dane. Tylko Polska mniej wydaje, niż wydawała rok wcześniej na ochronę zdrowia. Dokładnie w czasie pandemii polska władza zdecydowała, żeby wydawać mniej niż rok wcześniej na ochronę zdrowia. To są dane Eurostatu, to są wydatki w porównaniu do PKB. Jesteśmy w tej statystyce na ostatnim miejscu wśród państw, które przez Eurostat zostały zbadane, wśród 20 państw. Na ostatnim miejscu, jeśli chodzi o wydatki.
Prawda;Po 70 dniach obowiązywania stanu wyjątkowego nikt, dosłownie nikt, nie otrzymał ani grosza rekompensaty, zapowiadanej pomocy dla przedsiębiorstw branży turystycznej. 70 dni te firmy, nawet te, które mają pozytywne decyzje wojewodów o przyznaniu rekompensaty, nie nastąpiły do tej pory wypłaty. 
Prawda;Raport NIK za 2020 rok nie pozostawia na Ministerstwie Zdrowia suchej nitki. A mianowicie mówi, że kupują, co chcą, od kogo chcą, kupują komputery dla pracowników ministerstwa, dla resortu. Właśnie z wykorzystaniem tych procedur, które powinny być wyłącznie zarezerwowane dla sytuacji związanych z ratowaniem życia.
Manipulacja;Przecież nawet Platforma Obywatelska w swoim programie z 2007 r. wzywała pod wodzą Donalda Tuska do wyboru sędziów do KRS przez parlament, i to zwykłą większością.
Fałsz;Pamiętajmy, co robili niektórzy, tzw. dziennikarze, kiedy rzucali cukierki w obozie dla uchodźców po to, żeby te dzieci lepiej wyglądały w kadrach.
Fałsz;Ja rozumiem, że jest zmiana klimatu. (…) Czy to jest tak, że to jest wina człowieka, wina rozwoju gospodarki, ogromnej emisji CO2? Tego tak do końca nie wiemy.
Nieweryfikowalne;W Polsce szacuje się, że ok. 150-200 tys. kobiet ma aborcję, która jest nie tylko nielegalna, ale przeprowadzana w niebezpiecznych warunkach. 
Nieweryfikowalne;Przypomnę – w ciągu ostatniego roku w Polsce wykonano tylko 300 legalnych aborcji. (…) w 38-milionowym kraju.
Manipulacja;Dwa razy odrzucili (Prawo i Sprawiedliwość – przyp. Demagog) projekt „Ratujmy kobiety”, w 2016 i w 2018. Głosowali przeciwko projektowi „Nie dla chaosu w szkole” i przeciwko projektowi obywatelskiemu dotyczącemu zmian w konstytucji, który przyniósł Komitet Obrony Demokracji. (…) odrzucają projekty obywatelskie.
Manipulacja;Mamy blisko 15 tys. naszych funkcjonariuszy Straży Granicznej, mamy dzisiaj 13 tys. żołnierzy. Czy wiecie, ile jest funkcjonariuszy Frontexu od ochrony granic całej Unii Europejskiej, na wszystkich jej granicach? Wszystkich pracowników mniej niż 2 tys., a funkcjonariuszy mniej niż 1 tys.
Fałsz;Na Mazowszu już nie ma ani jednego miasta rządzonego przez PiS.
Fałsz;(…) pedofilia występuje wśród homoseksualistów cztery razy częściej niż wśród heteroseksualistów. Odsetek pedofilów występujących w tej grupie jest nieproporcjonalnie duży, ponieważ wynosi, aż 11:1, gdzie przy ogromnej dysproporcji, jaką jest liczba osób hetero- i homoseksualnych, w społeczeństwie powinien wynosić 50:1. Badań pokazujących liczbę pedofilów homoseksualnych jest bardzo wiele, jak choćby badania Freunda i innych z 1984 r., Freunda i Watsona z 1992 r. czy Ericksona z 1988 r.
Prawda;Mamy wzrost gospodarczy, mamy obniżenie poziomu bezrobocia do 5,5 proc. Od ubiegłego roku pracę uzyskało 104 tys. ludzi, 104 tys. Polaków. 
Manipulacja;W oparciu o tę zasadę dzisiaj Trybunał (Europejski Trybunał Praw Człowieka – przyp. Demagog) uznał, że polski parlament nie może wskazywać części sędziowskiej do Krajowej Rady Sądownictwa w taki to sposób, jaki czynią to Hiszpanie, bo (…) taką mamy konstrukcję KRS.
Manipulacja;Cały czas słyszę od polityków PIS-u, że inflacja jest wszędzie. Tak, ale u nas jest najwyższa i to jest ten problem. (…) Jeśli chodzi o Unię Europejską jest absolutnie najwyższa.
Fałsz;Mamy największy odsetek kobiet w klubie parlamentarnym (Sławomir Neumann należy do klubu Koalicji Obywatelskiej – przyp. Demagog), w parlamencie, z innych klubów.
Manipulacja;(…) przynajmniej część tej tzw. zielonej polityki to szaleństwo, a w innych przypadkach teorie bez dowodów. Nie da się stwierdzić, że Europa, która emituje 8 proc. gazów, zmienia klimat.
Prawda;Prawie 80 proc. Polaków chce liberalizacji obecnego stanu prawnego (dotyczącego prawa do aborcji – przyp. Demagog).
Manipulacja;Jeśli ktoś zarabia o 20 proc. więcej, a inflacja wynosi 6 proc., to mu 14 proc. zostaje w kieszeni. 
Prawda;WOT miało liczyć 50 tys. (żołnierzy – przyp. Demagog), a teraz ledwo dobija do 30. 
Fałsz;Przypominam,że PiS ma zasadę, że każdy projekt obywatelski nie jest odrzucany w pierwszym czytaniu i przechodzi do pracy w komisji. To kwestia szacunku do obywateli(minimum sto tys podpisów).Nie oznacza to poparcia dla projektu (będę przeciw uchwalenia przez Sejm projektu pGodek)
Prawda;Podwyżka cen paliw (…) trzecia, czwarta, bo to jest ex aequo, najwyższa w Europie rok do roku, prawie 28 proc.
Nieweryfikowalne;(…) 2 mln obywateli i obywatelek tego kraju, którzy są ze społeczności LGBT.
Manipulacja;W Nowym Jorku przeprowadzano takie badania, że pytano nastolatki, w jaki sposób się identyfikują, i się okazało, że na przestrzeni kilku lat o 60% wzrósł odsetek osób, które się deklarowały jako – właśnie to taka nowomowa – nieheteronormatywne, czyli dziewczyny nie czuły się kobietami, chłopcy nie czuli się mężczyznami.
Nieweryfikowalne;Komitet, którego jestem przewodniczącym, zatwierdził tą ustawę, ten projekt (o likwidacji Izby Dyscyplinarnej – przyp. Demagog) wiele miesięcy temu. W ogóle nie było wtedy jeszcze tego sporu. Tylko to jest po prostu część Polskiego Ładu.
Fałsz;W 2015 roku, kiedy Prawo i Sprawiedliwość obejmowało władzę, Wojsko Polskie mogło zmieścić się na Stadionie Narodowym.
Manipulacja;Mamy #europaexit w Europie ?To państwa, które przyznały sobie prawo badania czy UE nie wykracza poza swoje kompetencje w sytuacjach, które uznają za sporne.Tylko Polska nie może. I jeszcze wielu Polaków walczy o to, aby nie mogła. pic.twitter.com/BkHfBDMhQq
Manipulacja;Unii Europejskiej nie podoba się Krajowa Rada Sądownictwa. Ja przypomnę, że regulacje dotyczące Krajowej Rady Sądownictwa były tworzone na podstawie rozwiązań hiszpańskich. To jest pierwsza rzecz. W niektórych państwach w ogóle nie ma odpowiedników Krajowej Rady Sądownictwa.
Nieweryfikowalne;(…) Ministra Sprawiedliwości Zbigniewa Ziobro oraz całego zespołu Ministerstwa Sprawiedliwości. To my wprowadziliśmy tak potrzebną konfiskatę rozszerzoną. Dzięki niej w latach 2016-19 przejęliśmy majątki z przestępstw warte blisko 6,9 mld zł! Dla porównania w latach 2012-15 było to tylko 2,6 mld zł.
Nieweryfikowalne;Tylko w zeszłym roku 44 mld zł, tyle zainwestowały spółki Skarbu Państwa (…). Nigdy za rządów PO-PSL te nakłady nie były tak wysokie. Średnio każdego roku o 10 mld zł więcej spółki (Skarbu Państwa – przyp. Demagog) inwestują niż w czasach rządów naszych poprzedników.
Fałsz;Całkowita moc słonecznej energii w Polsce to 4,1 GW, co oznacza wzrost o 250 proc. rok do roku.
Manipulacja;Pomaga rząd belgijski, który po wyroku Trybunału Konstytucyjnego zaoferował bezpłatną aborcję Polkom. Teraz trwa debata w parlamencie duńskim, żeby Polki mogły dokonywać aborcji również w Danii. 
Prawda;W ciągu jednego roku cena uprawnień wzrosła z 25 euro do 60 euro.
Nieweryfikowalne;Przeprowadzono badania, jeżeli chodzi nie tylko o brak wpływu Turowa na wody gruntowe po stronie czeskiej i dostarczono takie dokumenty do TSUE.
Prawda;Dzisiaj Polska jest na 23 miejscu w Unii Europejskiej, jeżeli chodzi o wyszczepialność (na COVID-19 – przyp. Demagog).
Prawda;Dzisiaj akcyza stanowi 25 proc. (ceny – przyp. Demagog) w benzynie, 20 w oleju napędowym.
Fałsz;Nie podnosili Czesi tej sprawy (kopalni Turów, kiedy Waszczykowski był ministrem spraw zagranicznych – przyp. Demagog) (…). Sprawa była podnoszona przed laty, ale na niższych szczeblach, nie dochodziła do najwyższych władz. Pan wspomniał o mnie jako o ministrze spraw zagranicznych. Wtedy do MSZ-u, na szczebel ministerialny, ta sprawa nie dochodziła, tak że nie można było rozwiązać. 
Prawda;Do wyprodukowania 1 kg białka z owadów potrzebujemy 13-krotnie mniejszego terenu, ok. 22 tys. litrów mniej wody oraz 6 razy mniej paszy w porównaniu do wyprodukowania takiej samej ilości białka ze zwierząt hodowlanych.
Prawda;Za średnią pensję Polak może sobie kupić 680 l, mniej więcej, tego paliwa, a wtedy, kiedy te słowa (w 2011 roku Jarosław Kaczyński wzywał Donalda Tuska do obniżki akcyzy na paliwo – przyp. Demagog) padały, mógł sobie kupić 420 l. Za minimalną pensję wtedy 190 l, teraz 320.
Manipulacja;Przypomnę tylko, że na razie mamy prawie że najniższe w Europie ceny benzyny. Tańsza benzyna jest tylko w Rumunii i w Bułgarii. W Niemczech benzyna jest po 7,5 zł, przeliczając na złotówki, we Francji po 7,5, we Włoszech po 8.
Prawda;My jesteśmy w Europie na 21. miejscu, jeżeli chodzi o możliwości zakupu (…) ilości litrów benzyny, w tym momencie, za naszą średnią krajową (…) netto. Za naszą średnią krajową netto jesteśmy w stanie kupić 673 l paliwa, jeżeli mamy 5,89, to jest jeszcze stara tabelka sprzed tygodnia, bo dzisiaj już jest 5,95 tam, średnio.
Prawda;W sytuacji przestawienia na gaz pamiętajmy o tym, że Polska, przy obecnym stanie, przy uruchomieniu Baltic Pipe, z gazoportu, własne wydobycie, jest na granicy samowystarczalności, ale już zwiększenie tego zapotrzebowania powoduje, że przekraczamy te 20 mld m3 i my jesteśmy już zmuszeni na import, no w większej skali.
Prawda;Rocznie do doświadczeń wykorzystuje się ok. 10 mln zwierząt. Jak podaje raport Komisji Europejskiej, w 2017 r. wyhodowano i zabito 12 mln zwierząt, bez wykorzystania ich do celów doświadczeń i do badań, ale jednocześnie nie dając im szansy na życie.
Prawda;Za naszych rządów wzrósł niesamowicie, o 40 ponad proc. eksport polskich towarów rolnych.
Prawda;Z tym ograniczaniem prędkości jest tak: (…) jeśli dojdzie do wypadku, do potrącenia pieszego, przy prędkości 30 km/h, to 9 na 10 pieszych przeżyje. Jeżeli ta prędkość wynosi 50 km/h, to połowa z pieszych przeżyje. Jeżeli ta prędkość przekracza 60 km/h, to 9 na 10 poniesie śmierć.
Prawda;(…) ćwierć wieku niepodnoszenia kar za (…) za jazdę pod wpływem alkoholu.
Fałsz;"Każdy medykament powinien być przebadany – i te wszystkie szczepionki i preparaty obecnie już SĄ przetestowane (jeszcze dość krótko!) na setkach milionach ludzi; zło jest tylko w tym, że ludzie nie byli informowani o tym, że są królikami doświadczalnymi i robią to na własne ryzyko."
Fałsz;On (prezes NBP Andrzej Glapiński – przyp. Demagog) powinien wiedzieć, że na koniec 2015 roku Polska była zadłużona na blisko 800 mld. W tej chwili zadłużona jest na 1,5 bln. Czyli ten obóz rządzący podwoił zadłużenie Polski raptem w sześć lat.  
Prawda;Zwracamy uwagę na to, że kontrola NIK wykazała, że 290 mld zł jest poza budżetem.
Fałsz;W zeszłym roku 3 tys. wykształconych pielęgniarek nie podjęło pracy w zawodzie.
Fałsz;Nie było referendum w sprawie przystąpienia do Unii Europejskiej. To jest kolejne kłamstwo. Było referendum w sprawie przystąpienia do Wspólnot Europejskich, wtedy Unia Europejska formalnie nie istniała. Dopiero Traktat Lizboński mówi, że powstaje Unia Europejska.
Nieweryfikowalne;Kolejny obszar kryzysu – edukacja. Odchodzą nauczyciele z zawodu, odeszło ich w ciągu ostatniego półrocza ponad 12 tys. 
Prawda;Kwestia podwyższania pieniędzy na wasze własne wydatki. Dam tylko jeden przykład. Budżet kancelarii premiera: 2015 r. – 147 mln zł, 2018 r. – już ponad dwa razy więcej, bo 342 mln zł. W tym roku to będą 594 mln zł, a w przyszłym roku zaplanowaliście ponad cztery razy więcej – 800 mln zł.
Prawda;Pamiętajmy, że Stany Zjednoczone wydają więcej na sprawy wojskowe czy obronne, niezależnie od tego, jak to określimy, więcej niż wszystkie pozostałe państwa NATO-wskie, a więc europejscy sojusznicy i Kanada razem wzięci. (…) w tej chwili w Unii Europejskiej, bez Wielkiej Brytanii, no nie możemy mówić, że w ramach Unii reprezentujemy jakiś większy potencjał obronny.
Nieweryfikowalne;Bo ten drugi próg (podatkowy – przyp. Demagog) obecnie, który istnieje, to w niego wpada już 1,5 mln Polaków. Jak on był wymyślany, to w niego wpadało tam 300 tys. i oni byli uznawani za tych najbogatszych.
Fałsz;Dorzucam jeszcze wskazówkę bibliograficzną. Zajrzyjcie państwo na stronę instytucji brytyjskiej (…) Public Health England. Tam znajdziecie państwo świeże raporty, świeże tzn. wrześniowe. Technical briefing. Z tych raportów wynika, że osoby, które przyjęły pierwszą, drugą dawkę tego medykamentu (szczepionki przeciwko COVID-19 – przyp. Demagog), (…) osoby, które przyjęły te dawki, znalazły się w strefie radykalnie podwyższonego ryzyka na wypadek zachorowania.
